函館七飯スノーパーク,北海道亀田郡七飯町東大沼 666,0138-67-3355,gelande029,41.9863875,140.7483986,は,七飯スノー OR 七飯スキー
マウントレースイ スキー場,北海道夕張市末広2-4,0123-52-5151,gelande030,43.0508265,141.9696246,ま,マウントレースイ OR レースイスキー OR from:yubari_resort
ニセコマウンテンリゾート グラン・ヒラフ,北海道虻田郡倶知安町字山田204,0136-22-0109,gelande031,42.8626544,140.6999779,に,グランヒラフ OR ヒラフ OR ニセコスキー OR センターフォー OR ニセコ花園
ニセコビレッジスキーリゾート,北海道虻田郡ニセコ町東山温泉,0136-44-2211,gelande033,42.8453391,140.6737314,に,ニセコビレッジ OR ニセコ東山
ニセコアンヌプリ国際スキー場,北海道虻田郡ニセコ町ニセコ485,0136-58-2080,gelande037,42.8491461,140.6452916,に,アンヌプリ OR えぇ沢 OR from:POWDER_COMPANY OR from:TomokiTakaku 
サッポロテイネ,北海道札幌市手稲区手稲本町593-3,011-682-6000,gelande032,43.0961291,141.2097808,さ,サッポロテイネ OR テイネスキー OR 手稲スキー OR from:teine1024
ルスツリゾート,北海道虻田郡留寿都村字泉川13,0136-46-3111,gelande034,42.750598,140.901594,る,ルスツ OR from:rusutsuitter
ＫＩＲＯＲＯ ＳＮＯＷ ＷＯＲＬＤ,北海道余市郡赤井川村,0135-34-7111,gelande035,43.0679582,140.9894902,き,キロロスノー OR キロロスキー OR キロロリゾート OR from:KIRORO_RESORT
札幌国際スキー場,北海道札幌市南区定山渓937,011-598-4511,gelande036,43.0721753,141.0828658,さ,札幌国際スキー OR from:Sapporo_KOKUSAI
ニセコモイワスキーリゾート,北海道虻田郡ニセコ町字ニセコ448,0136-59-2511,gelande479,42.8485235,140.6290235,に,モイワ OR G6ゲート
朝里川温泉スキー場,北海道小樽市朝里川温泉1-394,0134-54-0101,gelande038,43.1435043,141.0367354,あ,朝里川温泉スキー
かもい岳スキー場,北海道歌志内市歌神95-9,0125-42-2667,gelande039,43.520599,142.0190861,か,かもい岳
スノークルーズ・オーンズ,北海道小樽市春香町357,0134-62-2228,gelande040,43.1462238,141.1331198,す,スノークルーズ OR オーンズスキー
小樽天狗山スキー場,北海道小樽市最上2-16-15,0134-33-7381,gelande041,43.1779374,140.9733171,お,天狗山スキー
札幌藻岩山スキー場,北海道札幌市南区藻岩下1991,011-581-0914,gelande042,43.0124199,141.3331812,さ,藻岩山スキー OR from:rinyu_moiwa531
さっぽろばんけいスキー場,北海道札幌市中央区盤渓410,011-641-0071,gelande043,43.0304722,141.2780819,さ,ばんけいスキー OR 札幌ばんけい
ニセコいわない国際スキー場,北海道岩内郡岩内町野束350-4,0135-62-6011,gelande044,42.9468078,140.5148497,に,ニセコいわない ニセコ岩内
蘭越町チセヌプリスキー場,北海道磯谷郡蘭越町湯里680-2,0136-58-2328,gelande045,42.8689339,140.594828,ら,チセヌプリ OR シャクナゲ岳
国設ほろたちスキー場,北海道雨竜郡幌加内町長留内,0165-35-3410,gelande046,44.0134782,142.1375238,こ,ほろたちスキー
国設芦別スキー場,北海道芦別市旭町11,0124-22-3545,gelande047,43.5277676,142.1947491,こ,芦別スキー
美唄国設スキー場,北海道美唄市東美唄町番町,0126-68-8216,gelande048,43.3215796,141.9508127,ひ,美唄国設スキー OR 美唄スキー
石狩平原スキー場,北海道石狩郡当別町弁華別,0133-23-1101,gelande049,43.2608923,141.5076544,い,石狩平原スキー
岩見沢萩の山市民スキー場,北海道岩見沢市上志文町452,0126-44-2322,gelande050,43.1644186,141.8130718,い,萩の山市民スキー
北海道グリーンランドホワイトパーク,北海道岩見沢市志文町1056,0126-22-2121,gelande051,43.1693061,141.7823361,ほ,グリーンランドホワイトパーク
栗山町スキー場,北海道夕張郡栗山町桜丘1-97-2,0123-72-1725,gelande052,43.0659416,141.7856354,く,栗山町スキー
長沼スキー場,北海道夕張郡長沼町東6線北12,0123-89-2915,gelande053,43.0391492,141.7456259,な,長沼スキー
桂沢国設スキー場,北海道三笠市西桂沢,01267-6-8235,gelande054,43.2519841,141.9809651,か,桂沢国設スキー OR 桂沢スキー
日高国際スキー場,北海道沙流郡日高町富岡,01457-6-3667,gelande055,42.8692687,142.4494017,ひ,日高国際スキー
恵庭市民スキー場,北海道恵庭市盤尻330-2,0123-34-2688,gelande056,42.8451565,141.4878752,え,恵庭市民スキー
セントレジャー北広島スキー場,北海道北広島市仁別152,011-376-2611,gelande057,42.93043,141.4501819,せ,セントレジャー北広島 OR 北広島スキー
Fu's snow area,北海道札幌市南区藤野473-1,011-591-8111,gelande058,42.951422,141.281931,ふ,"Fu's snow area" OR フッズスノー
仁木町民スキー場,北海道余市郡仁木町大江1-87-4,0135-32-3661,gelande059,43.1155364,140.7311873,に,仁木町民スキー
弁景温泉オロフレスキー場,北海道有珠郡壮瞥町弁景205,0142-65-2323,gelande060,42.5573379,140.9856797,へ,弁景温泉スキー OR オロフレスキー
カルルス温泉 サンライバスキー場,北海道登別市カルルス町27-1,0143-84-2872,gelande061,42.5217555,141.1046422,か,サンライバスキー
むろらん高原だんパラスキー場,北海道室蘭市香川町224-1,0143-43-5600,gelande062,42.4139324,141.0026676,む,むろらん高原 OR だんパラスキー
ピリカスキー場,北海道瀬棚郡今金町美利河205-1,0137-83-7111,gelande063,42.468358,140.2015138,ひ,ピリカスキー
グリーンピア大沼スキー場,北海道茅部郡森町赤井川229,01374-5-2277,gelande064,42.0061171,140.599045,く,グリーンピア大沼
倶知安町旭ケ丘スキー場,北海道虻田郡倶知安町旭,0136-23-2743,gelande065,42.9017315,140.7382326,く,旭ケ丘スキー
知内町営スキー場,北海道上磯郡知内町元町366-9,01392-5-6577,gelande066,41.5938286,140.4075782,ち,知内町営スキー
ニヤマ高原スキー場,北海道亀田郡七飯町仁山670,0138-65-2000,gelande067,41.9326998,140.63435,に,ニヤマ高原スキー
滝野スノーワールド,北海道札幌市南区滝野247,011-592-3333,gelande068,42.9167738,141.3887903,た,滝野スノー
中山峠スキー場,北海道虻田郡喜茂別町川上345,0136-33-3373,gelande069,42.8506357,141.0955171,な,中山峠スキー
新十津川町そっち岳スキー場,北海道樺戸郡新十津川町総進294-1,0125-76-2075,gelande070,43.5380036,141.7987333,し,そっち岳スキー
ウィンザースノービレッジ,北海道虻田郡洞爺湖町清水,0142-73-1111,gelande071,42.5918686,140.760464,う,ウィンザースノー
