おんたけ2240,長野県木曽郡王滝村3162,0264-48-2240,gelande163,35.8624718,137.5288881,お,おんたけ2240 OR from:ONTAKEROPEWAY OR from:ontake2240
高鷲スノーパーク,岐阜県郡上市高鷲町西洞3086-1,0575-72-7000,gelande164,35.9979638,136.8772172,た,高鷲スノー OR from:takasudj
鷲ヶ岳スキー場,岐阜県郡上市高鷲町大鷲3250,0575-72-5105,gelande165,35.9424319,136.9196758,わ,鷲ヶ岳スキー
ヘブンスそのはら SNOW WORLD,長野県下伊那郡阿智村智里3731-4,0265-44-2311,gelande166,35.4552317,137.6680395,へ,ヘブンスそのはら OR from:heavens_v_v
めいほうスキー場,岐阜県郡上市明宝奥住水沢上3447-1,0575-87-2811,gelande167,35.9418929,137.0430603,め,めいほうスキー OR from:moriccoh OR from:meihoski
ダイナランド,岐阜県郡上市高鷲町西洞3035-2,0575-72-6636,gelande168,35.990715,136.869735,た,ダイナランド OR from:dynaland
スノーウェーブパーク白鳥高原,岐阜県郡上市白鳥町石徹白檜峠,0575-86-3111,gelande169,35.9572307,136.8051644,す,白鳥高原
ひるがの高原スキー場,岐阜県郡上市高鷲町ひるがの,0575-73-2311,gelande170,36.0059832,136.9078889,ひ,ひるがの高原 OR from:hiruganokougen
モンデウス飛騨位山スノーパーク,岐阜県高山市一之宮町7846-1,0577-53-2421,gelande171,36.0615877,137.2262517,も,モンデウス OR 位山スノー
ホワイトピアたかす,岐阜県郡上市高鷲町鷲見512,0575-72-6311,gelande172,35.95585,136.9349631,ほ,ホワイトピア
チャオ御岳スノーリゾート,岐阜県高山市高根町日和田1739-1,0577-59-3620,gelande173,35.9455529,137.4852444,ち,チャオ御岳
スノーヴァ羽島,岐阜県羽島市福寿町間島1518,058-394-0251,gelande174,35.3321642,136.7019244,す,スノーヴァ羽島
治部坂高原スキー場,長野県下伊那郡阿智村浪合1192,0265-47-1111,gelande175,35.3551575,137.6711619,じ,治部坂高原スキー
Mt.乗鞍・乗鞍高原温泉スキー場,長野県松本市安曇乗鞍高原,0263-93-2645,gelande176,36.117241,137.6138375,の,Mt.乗鞍 OR 乗鞍高原温泉スキー
信州松本野麦峠スキー場,長野県松本市奈川1173-13,0263-79-2246,gelande177,36.0632,137.725382,し,野麦峠スキー
やぶはら高原スキー場,長野県木曽郡木祖村菅2857-16,0264-36-3322,gelande178,35.9636441,137.7300553,や,やぶはら高原 OR from:yabuharakogen
きそふくしまスキー場,長野県木曽郡木曽町新開10034,0264-27-6021,gelande179,35.9411464,137.6672154,き,きそふくしま
開田高原マイアスキー場,長野県木曽郡木曽町開田高原西野5346-1,0264-44-1111,gelande180,35.9308045,137.5302986,か,開田高原マイア OR マイアスキー
平谷高原赤坂スキー場,長野県下伊那郡平谷村1511,0265-48-2100,gelande181,35.3079013,137.6243088,ひ,赤坂スキー
あさひプライムスキー場,長野県東筑摩郡朝日村古見306-1,0263-99-3700,gelande182,36.1159418,137.8346518,あ,あさひプライム
郡上高原スキー場,岐阜県郡上市高鷲町鷲見上野2363-395,0575-73-2206,gelande183,35.9763091,136.9396596,ぐ,郡上高原スキー
国見岳スキー場,岐阜県揖斐郡揖斐川町春日美束4385,0585-57-2151,gelande184,35.4763424,136.4167182,く,国見岳スキー
しらおスキー場,岐阜県郡上市白鳥町六ノ里1410-18,0575-84-1111,gelande185,35.8955239,136.9295475,し,しらおスキー
アウトドアインもたいスキー場,岐阜県郡上市大和町栗巣細野1728,0575-88-4063,gelande186,35.866753,136.9523565,あ,アウトドアインもたい OR もたいスキー
ウイングヒルズ白鳥リゾート,岐阜県郡上市白鳥町石徹白峠山1-1,0575-86-3518,gelande187,35.9659075,136.8026727,う,ウイングヒルズ
飛騨ハイランドスキー場,岐阜県飛騨市古川町数河80-1,0577-75-2111,gelande188,36.2895802,137.2041365,ひ,飛騨ハイランド
飛騨かわいスキー場,岐阜県飛騨市河合町稲越,0577-65-2903,gelande189,36.2399442,137.0810284,ひ,飛騨かわいスキー
ほおのき平スキー場,岐阜県高山市丹生川町久手,0577-79-2244,gelande190,36.1756067,137.4916706,ほ,ほおのき平
ひだ舟山スノーリゾートアルコピア,岐阜県高山市久々野町無数河,0577-52-2219,gelande191,36.0392803,137.2612743,ひ,ひだ舟山スノー OR アルコピア
平湯温泉スキー場,岐阜県高山市奥飛騨温泉郷平湯温泉,0578-89-2424,gelande192,36.1845658,137.5524139,ひ,平湯温泉スキー OR 平湯スキー
スターシュプール緑風リゾートひだ流葉,岐阜県飛騨市神岡町伏方150,0578-82-0916,gelande193,36.3075678,137.2450125,す,スターシュプール OR ひだ流葉 OR 飛騨流葉 OR 流葉スキー
飛騨高山スキー場,岐阜県高山市岩井町914,0577-31-1020,gelande194,36.1411645,137.4296265,ひ,飛騨高山スキー
荘川高原スキー場,岐阜県高山市荘川町岩瀬,05769-2-2222,gelande195,36.058369,136.9574782,し,荘川高原スキー
白川郷平瀬温泉白弓スキー場,岐阜県大野郡白川村木谷,05769-5-2028,gelande196,36.1874836,136.9056899,し,白弓スキー
イトシロシャーロットタウン,岐阜県郡上市白鳥町石徹白82-1-2,0575-86-3221,gelande197,35.9691835,136.7717282,い,イトシロシャーロットタウン
揖斐高原スキー場,岐阜県揖斐郡揖斐川町日坂1509-15,0585-54-2458,gelande198,35.537949,136.4316035,い,揖斐高原スキー
茶臼山高原スキー場,愛知県北設楽郡豊根村坂宇場御所平70-185,0536-87-2345,gelande199,35.2206908,137.6555689,ち,茶臼山高原 OR from:chausu_shiba
あららぎ高原スキー場,長野県下伊那郡阿智村浪合１５３,0265-47-2201,gelande482,35.4058662,137.6754042,あ,あららぎ高原